"NIVEL";"PRODUTO";"TIPO";"DESCRICAO";"UM";"COMPONENTE";"TIPO";"DESCRICAO";"UMc";"QUANTIDADE";"IPI";"NCM";"ULT_PRECO";"ORIGEM";"CUSTO_MEDIO"
"5";="I2009383";"PP";="CONJ AMORTECEDOR SIMPLES INFERIOR OBLONGO VM 290";="CJ";="I1007331";"PP";="REFORCO 95,00 X 95,00";="PC";"20,0000";"3,25";"87169010";"0,00";"0";"0,00"
"6";="I1007331";"PP";="REFORCO 95,00 X 95,00";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"4,4000";"3,25";"72085200";"0,00";"5";"0,00"
"5";="I2009383";"PP";="CONJ AMORTECEDOR SIMPLES INFERIOR OBLONGO VM 290";="CJ";="I1028648";"PP";="PERFIL L 6,35 X 100 X 100 X 130 2DIAM17";="PC";"10,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I1028648";"PP";="PERFIL L 6,35 X 100 X 100 X 130 2DIAM17";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"12,6000";"3,25";"72085200";"0,00";"5";"0,00"
"2";="I2015599";"PP";="CONJ ACESSORIOS CHASSI COMBOIO 10,0000 L VM290 MOD, 2026";="CJ";="I2015597";"PP";="CONJ ARMARIO MONT LAT PALOJ CJ ABAST DIESEL E COMANDO";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I2015597";"PP";="CONJ ARMARIO MONT LAT PALOJ CJ ABAST DIESEL E COMANDO";="CJ";="I1044444";"PP";="PERFIL RETANG AC 4,75 X 140,00 X 170,00MM CHAPA DE REF ARM ALOJ GERADOR MONT LAT";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1044444";"PP";="PERFIL RETANG AC 4,75 X 140,00 X 170,00MM CHAPA DE REF ARM ALOJ GERADOR MONT LAT";="PC";="G2005931";"MP";="CHAPA ACO A36 4,75MM";="KG";"1,6800";"0,00";"72085200";"0,00";"0";"0,00"
"3";="I2015597";"PP";="CONJ ARMARIO MONT LAT PALOJ CJ ABAST DIESEL E COMANDO";="CJ";="I1044637";"PP";="PERFIL U AC 4,75 X 50,00 X 105,00 X 50,00 X 140,00MM TRAV TRAS ARM CHASSI";="PC";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1044637";"PP";="PERFIL U AC 4,75 X 50,00 X 105,00 X 50,00 X 140,00MM TRAV TRAS ARM CHASSI";="PC";="G2005931";"MP";="CHAPA ACO A36 4,75MM";="KG";"3,7200";"0,00";"72085200";"0,00";"0";"0,00"
"3";="I2015597";"PP";="CONJ ARMARIO MONT LAT PALOJ CJ ABAST DIESEL E COMANDO";="CJ";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";"24,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3000951";"MP";="ARRUELA LISA M10 DIN125";="PC";"24,0000";"3,25";"73182100";"0,00";"0";"0,00"
"4";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3001067";"MP";="PO SX M10 X 1,50 CL8 INS NY AUTO TRAV DIN985 ZF";="PC";"24,0000";"3,25";"73181600";"0,00";"0";"0,00"
"4";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3007840";"MP";="PF SX FL M10 X 1,50 X 35 CL 8.8 DIN 6921";="PC";"24,0000";"6,50";"73181500";"0,00";"0";"0,00"
"3";="I2015597";"PP";="CONJ ARMARIO MONT LAT PALOJ CJ ABAST DIESEL E COMANDO";="CJ";="I2015352";"PP";="CONJ FIX PARAF. FL M12 X 40 01 ARRUELA E PORCA AUTO TRAVANTE";="CJ";"6,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I2015352";"PP";="CONJ FIX PARAF. FL M12 X 40 01 ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G1005032";"MP";="PF SX FL M12 X 1,75 X 40 CL8.8 DIN6921 ZF";="PC";"6,0000";"3,25";"73181500";"0,00";"0";"0,00"
"4";="I2015352";"PP";="CONJ FIX PARAF. FL M12 X 40 01 ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3001079";"MP";="PO SX AUT TRAV M12 X 1,75 CL8 DIN985";="PC";"6,0000";"6,50";"73181600";"0,00";"0";"0,00"
"4";="I2015352";"PP";="CONJ FIX PARAF. FL M12 X 40 01 ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3001126";"MP";="ARRUELA LISA M12 ZB";="PC";"6,0000";"3,25";"73182100";"0,00";"0";"0,00"
"3";="I2015597";"PP";="CONJ ARMARIO MONT LAT PALOJ CJ ABAST DIESEL E COMANDO";="CJ";="I2015551";"PP";="CONJ FIX PARAF FL M12 X 50 01 ARRUELA E PORCA AUTO TRAVANTE 10,9";="CJ";"6,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I2015551";"PP";="CONJ FIX PARAF FL M12 X 50 01 ARRUELA E PORCA AUTO TRAVANTE 10,9";="CJ";="G3001079";"MP";="PO SX AUT TRAV M12 X 1,75 CL8 DIN985";="PC";"6,0000";"6,50";"73181600";"0,00";"0";"0,00"
"4";="I2015551";"PP";="CONJ FIX PARAF FL M12 X 50 01 ARRUELA E PORCA AUTO TRAVANTE 10,9";="CJ";="G3001126";"MP";="ARRUELA LISA M12 ZB";="PC";"6,0000";"3,25";"73182100";"0,00";"0";"0,00"
"4";="I2015551";"PP";="CONJ FIX PARAF FL M12 X 50 01 ARRUELA E PORCA AUTO TRAVANTE 10,9";="CJ";="G3002567";"MP";="PF SX FL M12 X 1,75 X 50 CL10.9 DIN6921 ZF";="PC";"6,0000";"3,25";"73181500";"0,00";"0";"0,00"
"3";="I2015597";"PP";="CONJ ARMARIO MONT LAT PALOJ CJ ABAST DIESEL E COMANDO";="CJ";="I2015596";"PP";="CONJ ARM LAT ALOJ GERADOR 2 X 1100 X 600 X 710 MM";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I2015596";"PP";="CONJ ARM LAT ALOJ GERADOR 2 X 1100 X 600 X 710 MM";="CJ";="I1027861";"PP";="PERFIL L 4,75 X 40 X 40 X 60 R10";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1027861";"PP";="PERFIL L 4,75 X 40 X 40 X 60 R10";="PC";="G2005931";"MP";="CHAPA ACO A36 4,75MM";="KG";"0,1600";"0,00";"72085200";"0,00";"0";"0,00"
"4";="I2015596";"PP";="CONJ ARM LAT ALOJ GERADOR 2 X 1100 X 600 X 710 MM";="CJ";="I1044626";"PP";="ASSOALHO ARMARIO MONT LAT 2 X 25,00 X 35,00 X 38,00 X 40,00 X 610,00 X 25,00 X 1096,00MM";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1044626";"PP";="ASSOALHO ARMARIO MONT LAT 2 X 25,00 X 35,00 X 38,00 X 40,00 X 610,00 X 25,00 X 1096,00MM";="PC";="G2005932";"MP";="CHAPA ACO A36 2,00MM";="KG";"13,1400";"3,25";"72085400";"0,00";"5";"0,00"
"4";="I2015596";"PP";="CONJ ARM LAT ALOJ GERADOR 2 X 1100 X 600 X 710 MM";="CJ";="I1044627";"PP";="PERFIL LAT DIR ARM LAT 2 X 30,00 X 40,00 X 35,00 X 652,00 X 710,00 MM";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1044627";"PP";="PERFIL LAT DIR ARM LAT 2 X 30,00 X 40,00 X 35,00 X 652,00 X 710,00 MM";="PC";="G2005932";"MP";="CHAPA ACO A36 2,00MM";="KG";"8,2400";"3,25";"72085400";"0,00";"5";"0,00"
"4";="I2015596";"PP";="CONJ ARM LAT ALOJ GERADOR 2 X 1100 X 600 X 710 MM";="CJ";="I1044628";"PP";="PERFIL LAT ESQ ARM ALOJ GERADOR 2 X 30,00 X 40,00 X 35,00 X 652,00 X 710,00 MM";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1044628";"PP";="PERFIL LAT ESQ ARM ALOJ GERADOR 2 X 30,00 X 40,00 X 35,00 X 652,00 X 710,00 MM";="PC";="G2005932";"MP";="CHAPA ACO A36 2,00MM";="KG";"8,2400";"3,25";"72085400";"0,00";"5";"0,00"
"4";="I2015596";"PP";="CONJ ARM LAT ALOJ GERADOR 2 X 1100 X 600 X 710 MM";="CJ";="I1044629";"PP";="TETO ARM MONT LAT 2 X 40,00 X 35,00 X 35,00 X 100,00 X 1096,00 MM";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1044629";"PP";="TETO ARM MONT LAT 2 X 40,00 X 35,00 X 35,00 X 100,00 X 1096,00 MM";="PC";="G2005932";"MP";="CHAPA ACO A36 2,00MM";="KG";"3,4400";"3,25";"72085400";"0,00";"5";"0,00"
"4";="I2015596";"PP";="CONJ ARM LAT ALOJ GERADOR 2 X 1100 X 600 X 710 MM";="CJ";="I1044630";"PP";="PERFIL L 4,75 X 100 X 40 X 140 REC";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1044630";"PP";="PERFIL L 4,75 X 100 X 40 X 140 REC";="PC";="G2005931";"MP";="CHAPA ACO A36 4,75MM";="KG";"0,5300";"0,00";"72085200";"0,00";"0";"0,00"
"4";="I2015596";"PP";="CONJ ARM LAT ALOJ GERADOR 2 X 1100 X 600 X 710 MM";="CJ";="I1044631";"PP";="PERFIL U AC 2 X 1093,00 X 500,00 X ABA 20,00 X FUNDO ARM CONJ MOTOBBA HIDR";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1044631";"PP";="PERFIL U AC 2 X 1093,00 X 500,00 X ABA 20,00 X FUNDO ARM CONJ MOTOBBA HIDR";="PC";="G2005932";"MP";="CHAPA ACO A36 2,00MM";="KG";"8,7900";"3,25";"72085400";"0,00";"5";"0,00"
"4";="I2015596";"PP";="CONJ ARM LAT ALOJ GERADOR 2 X 1100 X 600 X 710 MM";="CJ";="I2015554";"PP";="CONJ PORTA C FECHADURA EMBUTIR MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I2015554";"PP";="CONJ PORTA C FECHADURA EMBUTIR MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="G1009112";"MP";="FECHO DE EMBUTIR 16MM C/CHAVE PROFUGO 724";="PC";"1,0000";"6,50";"84122900";"0,00";"0";"0,00"
"5";="I2015554";"PP";="CONJ PORTA C FECHADURA EMBUTIR MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="G3000328";"MP";="REBITE REPUXO ALUMINIO 4,8 X 12MM";="PC";"8,0000";"3,25";"83082000";"0,00";"0";"0,00"
"5";="I2015554";"PP";="CONJ PORTA C FECHADURA EMBUTIR MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="G3006035";"MP";="GONZO 16MM 5/8"" CONF DES";="PC";"2,0000";"3,25";"83021000";"0,00";"0";"0,00"
"5";="I2015554";"PP";="CONJ PORTA C FECHADURA EMBUTIR MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="G3010009";"MP";="PINO ELASTICO DIN 1481 5 X 20 CONF DES";="PC";"2,0000";"3,25";"73181500";"0,00";"0";"0,00"
"5";="I2015554";"PP";="CONJ PORTA C FECHADURA EMBUTIR MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="I1044484";"PP";="PORTA FECHADURA ARM LAT 2 X 508 X 630 X 29MM";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I1044484";"PP";="PORTA FECHADURA ARM LAT 2 X 508 X 630 X 29MM";="PC";="G2005932";"MP";="CHAPA ACO A36 2,00MM";="KG";"6,1900";"3,25";"72085400";"0,00";"5";"0,00"
"5";="I2015554";"PP";="CONJ PORTA C FECHADURA EMBUTIR MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="I1044488";"PP";="BORRACHA VEDACAO PORTA ARM ALOJ GERADOR MONT EXT LD LE";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I1044488";"PP";="BORRACHA VEDACAO PORTA ARM ALOJ GERADOR MONT EXT LD LE";="PC";="G1009109";"MP";="PERFIL BIELASTOMERO PARA PORTAS";="MT";"2,1450";"0,00";"40169990";"0,00";"0";"0,00"
"5";="I2015554";"PP";="CONJ PORTA C FECHADURA EMBUTIR MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="G1005029";"MP";="PO SX AUTO TRAV M8 X 1,25 CL 8 DIN 985 ZB";="PC";"1,0000";"3,25";"73181600";"0,00";"0";"0,00"
"6";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="G3004428";"MP";="PF SX FL M8 X 1,25 X 25 CL8.8 DIN6921 ZF";="PC";"1,0000";"3,25";"73181500";"0,00";"0";"0,00"
"6";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1006833";"PP";="SUPORTE TIRANTE";="PC";"2,0000";"11,70";"87169010";"0,00";"0";"0,00"
"7";="I1006833";"PP";="SUPORTE TIRANTE";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"0,0800";"3,25";"72085300";"0,00";"0";"0,00"
"6";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1038970";"PP";="BRACO DE FIX INFERIOR P/ PORTA LAT 6,35 X 20 X 220";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"7";="I1038970";"PP";="BRACO DE FIX INFERIOR P/ PORTA LAT 6,35 X 20 X 220";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"0,2100";"3,25";"72085200";"0,00";"5";"0,00"
"6";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1038971";"PP";="PINO 7,94 X 15 TRAVAMENTO INFERIOR PARA PORTA LATERAL";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"7";="I1038971";"PP";="PINO 7,94 X 15 TRAVAMENTO INFERIOR PARA PORTA LATERAL";="PC";="G2000064";"MP";="BARRA REDONDA SAE1020 7,93MM LAMINADA";="KG";"0,0200";"5,20";"72283000";"0,00";"3";"0,00"
"5";="I2015554";"PP";="CONJ PORTA C FECHADURA EMBUTIR MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="I2015556";"PP";="CONJ FECHADURA ARM ALOJ GERADOR MONT EXT";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I2015556";"PP";="CONJ FECHADURA ARM ALOJ GERADOR MONT EXT";="CJ";="I1007211";"PP";="BUCHA DE ARTICULACAO 30 X 22,22";="PC";"2,0000";"3,25";"87169010";"0,00";"0";"0,00"
"7";="I1007211";"PP";="BUCHA DE ARTICULACAO 30 X 22,22";="PC";="G2005696";"MP";="TUBO INDUSTRIAL 22,22 X 2,65 PAREDE";="KG";"0,0820";"3,25";"73043910";"0,00";"0";"0,00"
"6";="I2015556";"PP";="CONJ FECHADURA ARM ALOJ GERADOR MONT EXT";="CJ";="I1007212";"PP";="TRAVA INTERNA";="PC";"2,0000";"3,25";"87169010";"0,00";"0";"0,00"
"7";="I1007212";"PP";="TRAVA INTERNA";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"0,1400";"3,25";"72085300";"0,00";"0";"0,00"
"6";="I2015556";"PP";="CONJ FECHADURA ARM ALOJ GERADOR MONT EXT";="CJ";="I1008779";"PP";="BARRA RED 15,88 X 157 FURO DIAM 5";="PC";"1,0000";"3,25";"87169010";"0,00";"0";"0,00"
"7";="I1008779";"PP";="BARRA RED 15,88 X 157 FURO DIAM 5";="PC";="G2000054";"MP";="BARRA REDONDA SAE1020 15,88MM TREFILADA";="KG";"0,2400";"5,20";"72155000";"0,00";"0";"0,00"
"6";="I2015556";"PP";="CONJ FECHADURA ARM ALOJ GERADOR MONT EXT";="CJ";="I1044491";"PP";="BARRA RED 15,88 X 345,00 FURO DIAM 5,00";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"7";="I1044491";"PP";="BARRA RED 15,88 X 345,00 FURO DIAM 5,00";="PC";="G2000054";"MP";="BARRA REDONDA SAE1020 15,88MM TREFILADA";="KG";"0,5300";"5,20";"72155000";"0,00";"0";"0,00"
"4";="I2015596";"PP";="CONJ ARM LAT ALOJ GERADOR 2 X 1100 X 600 X 710 MM";="CJ";="I2015555";"PP";="CONJ PORTA BATENTE C BRAÇO ARTIC MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I2015555";"PP";="CONJ PORTA BATENTE C BRAÇO ARTIC MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="G3006035";"MP";="GONZO 16MM 5/8"" CONF DES";="PC";"2,0000";"3,25";"83021000";"0,00";"0";"0,00"
"5";="I2015555";"PP";="CONJ PORTA BATENTE C BRAÇO ARTIC MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="I1044489";"PP";="PORTA BATENTE 2 X 508 X 630 X 29 MM";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I1044489";"PP";="PORTA BATENTE 2 X 508 X 630 X 29 MM";="PC";="G2005932";"MP";="CHAPA ACO A36 2,00MM";="KG";"6,7000";"3,25";"72085400";"0,00";"5";"0,00"
"5";="I2015555";"PP";="CONJ PORTA BATENTE C BRAÇO ARTIC MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="I1044490";"PP";="BORRACHA VEDACAO PORTA BATENTE ARM ALOJ GERADOR MONT EXT LD LE";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I1044490";"PP";="BORRACHA VEDACAO PORTA BATENTE ARM ALOJ GERADOR MONT EXT LD LE";="PC";="G1009109";"MP";="PERFIL BIELASTOMERO PARA PORTAS";="MT";"1,5660";"0,00";"40169990";"0,00";"0";"0,00"
"5";="I2015555";"PP";="CONJ PORTA BATENTE C BRAÇO ARTIC MONT LD ESQ ARM ALOJ GERADOR MONT EXT";="CJ";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="G1005029";"MP";="PO SX AUTO TRAV M8 X 1,25 CL 8 DIN 985 ZB";="PC";"1,0000";"3,25";"73181600";"0,00";"0";"0,00"
"6";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="G3004428";"MP";="PF SX FL M8 X 1,25 X 25 CL8.8 DIN6921 ZF";="PC";"1,0000";"3,25";"73181500";"0,00";"0";"0,00"
"6";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1006833";"PP";="SUPORTE TIRANTE";="PC";"2,0000";"11,70";"87169010";"0,00";"0";"0,00"
"7";="I1006833";"PP";="SUPORTE TIRANTE";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"0,0800";"3,25";"72085300";"0,00";"0";"0,00"
"6";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1038970";"PP";="BRACO DE FIX INFERIOR P/ PORTA LAT 6,35 X 20 X 220";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"7";="I1038970";"PP";="BRACO DE FIX INFERIOR P/ PORTA LAT 6,35 X 20 X 220";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"0,2100";"3,25";"72085200";"0,00";"5";"0,00"
"6";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1038971";"PP";="PINO 7,94 X 15 TRAVAMENTO INFERIOR PARA PORTA LATERAL";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"7";="I1038971";"PP";="PINO 7,94 X 15 TRAVAMENTO INFERIOR PARA PORTA LATERAL";="PC";="G2000064";"MP";="BARRA REDONDA SAE1020 7,93MM LAMINADA";="KG";"0,0200";"5,20";"72283000";"0,00";"3";"0,00"
"3";="I2015597";"PP";="CONJ ARMARIO MONT LAT PALOJ CJ ABAST DIESEL E COMANDO";="CJ";="I2015598";"PP";="CONJ BASE ARM, MONT LAT CHASSI";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I2015598";"PP";="CONJ BASE ARM, MONT LAT CHASSI";="CJ";="I1044632";"PP";="PERFIL L AC 4,75 X 50,00 X 56,00 X 750,00 MM BASE ARM, MONT LAT";="PC";"3,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1044632";"PP";="PERFIL L AC 4,75 X 50,00 X 56,00 X 750,00 MM BASE ARM, MONT LAT";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"10,6200";"3,25";"72085200";"0,00";"5";"0,00"
"4";="I2015598";"PP";="CONJ BASE ARM, MONT LAT CHASSI";="CJ";="I1044633";"PP";="PERFIL CARTOLA AC 6,35 X 45,00 X 50,00 X 80,00MM BASE ARM, LAT";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1044633";"PP";="PERFIL CARTOLA AC 6,35 X 45,00 X 50,00 X 80,00MM BASE ARM, LAT";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"19,1800";"3,25";"72085200";"0,00";"5";"0,00"
"4";="I2015598";"PP";="CONJ BASE ARM, MONT LAT CHASSI";="CJ";="I1044636";"PP";="PERFIL CARTOLA AC 6,35 X 45,00 X 50,00 X 80,00MM BASE ARM LAT";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1044636";"PP";="PERFIL CARTOLA AC 6,35 X 45,00 X 50,00 X 80,00MM BASE ARM LAT";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"12,8400";"3,25";"72085200";"0,00";"5";"0,00"
"1";="I3001192";"PA";="COMBOIO 10.000L 6 4 1 AGUA 3 RESERV ALTA VAZAO VM 290 6X4R EE 4800 MAN . 2026";="CJ";="I2015606";"PP";="CONJ COMANDO HIDR ACION PNEUM, COM 03 FATIAS E BLOCO USINADO";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"2";="I2015606";"PP";="CONJ COMANDO HIDR ACION PNEUM, COM 03 FATIAS E BLOCO USINADO";="CJ";="G1002876";"MP";="BUJAO SX INT  AC GALV - G 1/2 14FPP C/ VEDACAO";="PC";"1,0000";"3,25";"73181500";"0,00";"0";"0,00"
"2";="I2015606";"PP";="CONJ COMANDO HIDR ACION PNEUM, COM 03 FATIAS E BLOCO USINADO";="CJ";="G1008467";"MP";="COMANDO HIDRAULICO 3 FATIAS 60L/MIN MANUAL PNEUMATICO BITREM 25/28M3 CONF DES";="PC";"1,0000";"0,00";"84819090";"0,00";"0";"0,00"
"2";="I2015606";"PP";="CONJ COMANDO HIDR ACION PNEUM, COM 03 FATIAS E BLOCO USINADO";="CJ";="G1022048";"MP";="ADAPTADOR RETO MF 1/2"" BSP X 7/8"" JIC";="PC";"7,0000";"0,00";"73071920";"0,00";"0";"0,00"
"2";="I2015606";"PP";="CONJ COMANDO HIDR ACION PNEUM, COM 03 FATIAS E BLOCO USINADO";="CJ";="I1043206";"PP";="PERFIL Z AC 4.75 X 40 X 55 X 40 X 175MM";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1043206";"PP";="PERFIL Z AC 4.75 X 40 X 55 X 40 X 175MM";="PC";="G2005931";"MP";="CHAPA ACO A36 4,75MM";="KG";"1,6600";"0,00";"72085200";"0,00";"0";"0,00"
"2";="I2015606";"PP";="CONJ COMANDO HIDR ACION PNEUM, COM 03 FATIAS E BLOCO USINADO";="CJ";="I2013694";"PP";="CONJ FIX PARAF FL M8 X 35 E PORCA FL M8";="CJ";"8,0000";"0,00";"87169090";"0,00";"0";"0,00"
"3";="I2013694";"PP";="CONJ FIX PARAF FL M8 X 35 E PORCA FL M8";="CJ";="G3004344";"MP";="PF SX FL M8 X 1,25 X 35 CL8.8 DIN6921 ZF";="PC";"8,0000";"6,50";"73181500";"0,00";"0";"0,00"
"3";="I2013694";"PP";="CONJ FIX PARAF FL M8 X 35 E PORCA FL M8";="CJ";="G3007835";"MP";="PO SX FL SERRILHADO M8 X 1,25 CL8 DIN6923 MACROCOLT";="PC";"8,0000";"6,50";"73181600";"0,00";"0";"0,00"
"2";="I2015606";"PP";="CONJ COMANDO HIDR ACION PNEUM, COM 03 FATIAS E BLOCO USINADO";="CJ";="I2015098";"PP";="CJ BLOCO 38,1 X 94 X 117,2MM COM ANEIS ORING";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I2015098";"PP";="CJ BLOCO 38,1 X 94 X 117,2MM COM ANEIS ORING";="CJ";="G1024104";"MP";="ANEL ORING 29,82 X 2,62MM NBR 70SH REF 2 123 PARKER";="PC";"1,0000";"0,00";"40169300";"0,00";"0";"0,00"
"3";="I2015098";"PP";="CJ BLOCO 38,1 X 94 X 117,2MM COM ANEIS ORING";="CJ";="G1024105";"MP";="ANEL ORING 15,54 X 2,62MM NBR 70SH REF 2 114 PARKER";="PC";"1,0000";"0,00";"40169300";"0,00";"0";"0,00"
"3";="I2015098";"PP";="CJ BLOCO 38,1 X 94 X 117,2MM COM ANEIS ORING";="CJ";="G1024106";"MP";="ANEL ORING 18,72 X 2,62MM NBR 70SH REF 2 116 PARKER";="PC";"2,0000";"0,00";"40169300";"0,00";"0";"0,00"
"3";="I2015098";"PP";="CJ BLOCO 38,1 X 94 X 117,2MM COM ANEIS ORING";="CJ";="I1043097";"PP";="BLOCO 38,1 X 94 X 117,2 MM ACION. PARALELO E SERIE  MOTORES APLIC. COMANDO HIDR. G1008467";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1043097";"PP";="BLOCO 38,1 X 94 X 117,2 MM ACION. PARALELO E SERIE  MOTORES APLIC. COMANDO HIDR. G1008467";="PC";="G1008467";"MP";="COMANDO HIDRAULICO 3 FATIAS 60L/MIN MANUAL PNEUMATICO BITREM 25/28M3 CONF DES";="PC";"2,7500";"0,00";"84819090";"0,00";"0";"0,00"
"1";="I3001192";"PA";="COMBOIO 10.000L 6 4 1 AGUA 3 RESERV ALTA VAZAO VM 290 6X4R EE 4800 MAN . 2026";="CJ";="I2015608";"PP";="CONJ CARRETEIS PADRAO WESTROCK";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
