"NIVEL";"PRODUTO";"TIPO";"DESCRICAO";"UM";"COMPONENTE";"TIPO";"DESCRICAO";"UMc";"QUANTIDADE";"IPI";"NCM";"ULT_PRECO";"ORIGEM";"CUSTO_MEDIO"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="G3001749";"MP";="PF SX M12 X 1,75 X 50 CL8.8 DIN933 RI ZF";="PC";"2,0000";"3,25";"73181500";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="G3008085";"MP";="PO SX FL M10 X 1,50 CL 8.8 DIN 6923 ZF";="PC";"8,0000";"9,75";"73181600";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1008714";"PP";="NIPLE 1""";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1008714";"PP";="NIPLE 1""";="PC";="G2000183";"MP";="TUBO REDONDO NBR 5590 ANSI B 36.10 SCH40 COM COSTURA 33,40 X 26,64 X 3,38MM";="KG";"0,2600";"3,25";"73063000";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1022639";"PP";="FLANGE 9,52 X 95 X 30 4 FUROS";="PC";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1022639";"PP";="FLANGE 9,52 X 95 X 30 4 FUROS";="PC";="G2005885";"MP";="CHAPA ACO A36 12,70MM";="KG";"1,4800";"0,00";"72085100";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1022653";"PP";="PERFIL U 6,35 X 90 X 90 X 200 X 180 SUP MOTOR HID";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1022653";"PP";="PERFIL U 6,35 X 90 X 90 X 200 X 180 SUP MOTOR HID";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"1,8100";"3,25";"72085200";"0,00";"5";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1022660";"PP";="ACOPLAMENTO FLEXIVEL AC 28";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1022660";"PP";="ACOPLAMENTO FLEXIVEL AC 28";="PC";="G1017788";"MP";="ACOPLAMENTO FLEXIVEL AC 28";="PC";"1,0000";"0,00";"84836090";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1022780";"PP";="PROTECAO ACOPLAMENTO 2 X 90 X 200 X 130";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1022780";"PP";="PROTECAO ACOPLAMENTO 2 X 90 X 200 X 130";="PC";="G2005932";"MP";="CHAPA ACO A36 2,00MM";="KG";"0,8000";"3,25";"72085400";"0,00";"5";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1034317";"PP";="TUBO 33 40 X 3 38 X 76 30 1 REC";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034317";"PP";="TUBO 33 40 X 3 38 X 76 30 1 REC";="PC";="G2005798";"MP";="TUBO REDONDO NBR 5590 ANSI B 36.10 SCH40 SEM COSTURA 33,40 X 26,64 X 3,38MM";="KG";"0,1800";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1034318";"PP";="TUBO 33 40 X 3 38 X 60 00 1 REC ROSCA BSP 1";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034318";"PP";="TUBO 33 40 X 3 38 X 60 00 1 REC ROSCA BSP 1";="PC";="G2005798";"MP";="TUBO REDONDO NBR 5590 ANSI B 36.10 SCH40 SEM COSTURA 33,40 X 26,64 X 3,38MM";="KG";"0,2800";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1034320";"PP";="PERFIL OMEGA 3 X 35 X 30 X 250 X 30 X 35 X 8 DIAM 12";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034320";"PP";="PERFIL OMEGA 3 X 35 X 30 X 250 X 30 X 35 X 8 DIAM 12";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"2,8700";"3,25";"72085300";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1034333";"PP";="TUBO 33 40 X 3 38 X 130 00 2 REC";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034333";"PP";="TUBO 33 40 X 3 38 X 130 00 2 REC";="PC";="G2005798";"MP";="TUBO REDONDO NBR 5590 ANSI B 36.10 SCH40 SEM COSTURA 33,40 X 26,64 X 3,38MM";="KG";"0,3100";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1034334";"PP";="TUBO 33 40 X 3 38 X 100 00 2 REC ROSCA 1 BSP";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034334";"PP";="TUBO 33 40 X 3 38 X 100 00 2 REC ROSCA 1 BSP";="PC";="G2005798";"MP";="TUBO REDONDO NBR 5590 ANSI B 36.10 SCH40 SEM COSTURA 33,40 X 26,64 X 3,38MM";="KG";"0,2300";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I1034339";"PP";="TUBO 33 40 X 3 38 X 300 00 1 REC ROSCA 1 BSP";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034339";"PP";="TUBO 33 40 X 3 38 X 300 00 1 REC ROSCA 1 BSP";="PC";="G2005798";"MP";="TUBO REDONDO NBR 5590 ANSI B 36.10 SCH40 SEM COSTURA 33,40 X 26,64 X 3,38MM";="KG";"0,7400";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011419";"PP";="CONJ BOMBA TANQUE DE OLEO 02";="CJ";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3000951";"MP";="ARRUELA LISA M10 DIN125";="PC";"4,0000";"3,25";"73182100";"0,00";"0";"0,00"
"3";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3001067";"MP";="PO SX M10 X 1,50 CL8 INS NY AUTO TRAV DIN985 ZF";="PC";"4,0000";"3,25";"73181600";"0,00";"0";"0,00"
"3";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3007840";"MP";="PF SX FL M10 X 1,50 X 35 CL 8.8 DIN 6921";="PC";"4,0000";"6,50";"73181500";"0,00";"0";"0,00"
"1";="I3001192";"PA";="COMBOIO 10.000L 6 4 1 AGUA 3 RESERV ALTA VAZAO VM 290 6X4R EE 4800 MAN . 2026";="CJ";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="G1005488";"MP";="MOTOR HID ALUMINIO 14 CC FL SAE A DIAM PIL 82,55 EIXO CILIND CHAV CONEXAO 3/4"" NPT 14 FIOS";="PC";"1,0000";"0,00";"84136011";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="G1006570";"MC";="ABRACADEIRA TIPO TUCHO 68-73";="PC";"1,0000";"3,25";"73269090";"0,00";"2";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="G1007398";"MP";="ADAPTADOR RETO P SOLDA X MACHO 1 1/16 JIC 37";="PC";"1,0000";"0,00";"73079200";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="G1007415";"MP";="ADAP RETO ACO NBR 7007 M 3/4"" NPT X M 1.1/16"" JIC";="PC";"2,0000";"0,00";"73079900";"0,00";"2";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="G1019910";"MP";="BOMBA 1,5 X 1 1C C/ MANCAL ROTOR 159MM SCHNEIDER BC 92S 1C 3CV MANCAL RT 159MM";="PC";"1,0000";"0,00";"84122900";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="G3000312";"MP";="PO SX M14X2,00 CL8 DIN934 ZF";="PC";"4,0000";"3,25";"73181600";"0,00";"8";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="G3004555";"MP";="PF SX M14 X 2,00 X 40 CL8.8 DIN933 RI ZB";="PC";"4,0000";"3,25";"73181500";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I1007764";"PP";="NIPLE SIMPLES 1.1/2""";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1007764";"PP";="NIPLE SIMPLES 1.1/2""";="PC";="G2005868";"MP";="TUBO DIN 2440 NBR5580 48,30 X 41,60 X 3,35MM";="KG";"0,2500";"3,25";"73063000";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I1017531";"PP";="FLANGE 8 X 140 X 62 4 FUROS 12";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1017531";"PP";="FLANGE 8 X 140 X 62 4 FUROS 12";="PC";="G2005883";"MP";="CHAPA ACO A36 7,94MM";="KG";"0,7500";"0,00";"72085200";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I1025370";"PP";="FLANGE 8 X 140 X 49 4 FUROS 12";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1025370";"PP";="FLANGE 8 X 140 X 49 4 FUROS 12";="PC";="G2005883";"MP";="CHAPA ACO A36 7,94MM";="KG";"0,8200";"0,00";"72085200";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I1031672";"PP";="ESPIGAO 2"" X 50";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1031672";"PP";="ESPIGAO 2"" X 50";="PC";="G2007032";"MP";="TUBO DIN 2440 NBR5580 60,30 X 54,30 X 3,00MM";="KG";"0,1900";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I1033329";"PP";="CURVA 90 COM FURACAO ADAPTADOR 1,1 16 "" JIC 37";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1033329";"PP";="CURVA 90 COM FURACAO ADAPTADOR 1,1 16 "" JIC 37";="PC";="G1009208";"MP";="CURVA ACO SCH40 RL PS 2POL X 90 GRAUS";="PC";"1,0000";"3,25";"72111400";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I1034222";"PP";="PERFIL U THICKNESS@I1034222 SLDPRT X 150 00 X 80 00 X 1 DIAM 83 50";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034222";"PP";="PERFIL U THICKNESS@I1034222 SLDPRT X 150 00 X 80 00 X 1 DIAM 83 50";="PC";="G2005931";"MP";="CHAPA ACO A36 4,75MM";="KG";"0,9600";"0,00";"72085200";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I1034225";"PP";="PERFIL U 6,35 X 46 X 223 X 600 4DIAM12";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034225";"PP";="PERFIL U 6,35 X 46 X 223 X 600 4DIAM12";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"8,8000";"3,25";"72085200";"0,00";"5";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I1034291";"PP";="ACOPLAMENTO BOMBA LAVAGEM 03";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034291";"PP";="ACOPLAMENTO BOMBA LAVAGEM 03";="PC";="G1017788";"MP";="ACOPLAMENTO FLEXIVEL AC 28";="PC";"1,0000";"0,00";"84836090";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I1044934";"PP";="PERFIL FRONT 12,7 X 312 X 532 X 772 E";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1044934";"PP";="PERFIL FRONT 12,7 X 312 X 532 X 772 E";="PC";="G2005932";"MP";="CHAPA ACO A36 2,00MM";="KG";"0,7400";"3,25";"72085400";"0,00";"5";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I2011115";"PP";="CONJ MONTAGEM VALVULA DE ALIVIO";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I2011115";"PP";="CONJ MONTAGEM VALVULA DE ALIVIO";="CJ";="G1009849";"MP";="NIPLE DUPLO FG NBR 6590 1'' BSP NBR 6943 150LBS";="PC";"2,0000";"0,00";"74122000";"0,00";"0";"0,00"
"3";="I2011115";"PP";="CONJ MONTAGEM VALVULA DE ALIVIO";="CJ";="G1009865";"MP";="ADAP TEE 90 FG NBR 6590 1'' BSP NBR 6943 150LBS";="PC";"1,0000";"6,50";"73071990";"0,00";"0";"0,00"
"3";="I2011115";"PP";="CONJ MONTAGEM VALVULA DE ALIVIO";="CJ";="G1021152";"MP";="VALVULA DE ALIVIO DISCO METALICO 1"" BSP 3,5 BAR";="PC";"1,0000";"0,00";"84812090";"0,00";"0";"0,00"
"3";="I2011115";"PP";="CONJ MONTAGEM VALVULA DE ALIVIO";="CJ";="I1008712";"PP";="NIPEL 1"" X ESPIGAO 1.1/4""";="PC";"1,0000";"9,75";"87169010";"0,00";"0";"0,00"
"4";="I1008712";"PP";="NIPEL 1"" X ESPIGAO 1.1/4""";="PC";="G2005798";"MP";="TUBO REDONDO NBR 5590 ANSI B 36.10 SCH40 SEM COSTURA 33,40 X 26,64 X 3,38MM";="KG";"0,1800";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I2013558";"PP";="CONJ FIX PARAF FL M8 X 25  E PORCA FL M8";="CJ";"4,0000";"0,00";"87169090";"0,00";"0";"0,00"
"3";="I2013558";"PP";="CONJ FIX PARAF FL M8 X 25  E PORCA FL M8";="CJ";="G3002236";"MP";="PF SX FL SERRILHADO M8 X 1,25 X 25 CL8.8 DIN6921 ZF";="PC";"4,0000";"3,25";"73181500";"0,00";"0";"0,00"
"3";="I2013558";"PP";="CONJ FIX PARAF FL M8 X 25  E PORCA FL M8";="CJ";="G3007835";"MP";="PO SX FL SERRILHADO M8 X 1,25 CL8 DIN6923 MACROCOLT";="PC";"4,0000";"6,50";"73181600";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I2013694";"PP";="CONJ FIX PARAF FL M8 X 35 E PORCA FL M8";="CJ";"6,0000";"0,00";"87169090";"0,00";"0";"0,00"
"3";="I2013694";"PP";="CONJ FIX PARAF FL M8 X 35 E PORCA FL M8";="CJ";="G3004344";"MP";="PF SX FL M8 X 1,25 X 35 CL8.8 DIN6921 ZF";="PC";"6,0000";"6,50";"73181500";"0,00";"0";"0,00"
"3";="I2013694";"PP";="CONJ FIX PARAF FL M8 X 35 E PORCA FL M8";="CJ";="G3007835";"MP";="PO SX FL SERRILHADO M8 X 1,25 CL8 DIN6923 MACROCOLT";="PC";"6,0000";"6,50";"73181600";"0,00";"0";"0,00"
"2";="I2011431";"PP";="CONJ BOMBA DE ABASTECIMENTO MOTOR DE ALUMINIO";="CJ";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3000951";"MP";="ARRUELA LISA M10 DIN125";="PC";"2,0000";"3,25";"73182100";"0,00";"0";"0,00"
"3";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3001067";"MP";="PO SX M10 X 1,50 CL8 INS NY AUTO TRAV DIN985 ZF";="PC";"2,0000";"3,25";"73181600";"0,00";"0";"0,00"
"3";="I2014538";"PP";="CONJ FIX PARAF FL M10 X 35 01ARRUELA E PORCA AUTO TRAVANTE";="CJ";="G3007840";"MP";="PF SX FL M10 X 1,50 X 35 CL 8.8 DIN 6921";="PC";"2,0000";"6,50";"73181500";"0,00";"0";"0,00"
"1";="I3001192";"PA";="COMBOIO 10.000L 6 4 1 AGUA 3 RESERV ALTA VAZAO VM 290 6X4R EE 4800 MAN . 2026";="CJ";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="G1005312";"MP";="FILTRO DE REDE Y LATAO 2"" BSP";="PC";"1,0000";"0,00";"84671900";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="G1006570";"MC";="ABRACADEIRA TIPO TUCHO 68-73";="PC";"3,0000";"3,25";"73269090";"0,00";"2";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="G1009085";"MP";="VALVULA DE PORTINHOLA PASSAGEM PLENA VED NITRILICA MGN 101166 CONF DES";="PC";"2,0000";"0,00";"84818094";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="G1009086";"MP";="JUNTA VALV PORTINHOLA-NITRILICA MGN 100962";="PC";"2,0000";"0,00";"40169300";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="G1009208";"MP";="CURVA ACO SCH40 RL PS 2POL X 90 GRAUS";="PC";"2,0000";"3,25";"72111400";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="I1031664";"PP";="FLANG PORTINHOLA 19 X 119,30 X 62";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1031664";"PP";="FLANG PORTINHOLA 19 X 119,30 X 62";="PC";="G2005934";"MP";="CHAPA ACO A36 19,05MM";="KG";"2,3800";"3,25";"72085200";"0,00";"5";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="I1031672";"PP";="ESPIGAO 2"" X 50";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1031672";"PP";="ESPIGAO 2"" X 50";="PC";="G2007032";"MP";="TUBO DIN 2440 NBR5580 60,30 X 54,30 X 3,00MM";="KG";"0,3800";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="I1033644";"PP";="NIPLE SIMPLES 2"" DIAM60,30 X 100,00";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1033644";"PP";="NIPLE SIMPLES 2"" DIAM60,30 X 100,00";="PC";="G2005707";"MP";="TUBO DIN 2440 NBR5580 60,30 X 52,80 X 3,75MM";="KG";"0,6200";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="I1034280";"PP";="TUBO DIAM 60 33 X 3 00 X 180 00 COM ESPIGAO 2 1 REC";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034280";"PP";="TUBO DIAM 60 33 X 3 00 X 180 00 COM ESPIGAO 2 1 REC";="PC";="G2007032";"MP";="TUBO DIN 2440 NBR5580 60,30 X 54,30 X 3,00MM";="KG";"0,7500";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="I1034281";"PP";="TUBO DIAM60 33 X 3 00 X 63 00 X 1 REC 60 33";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034281";"PP";="TUBO DIAM60 33 X 3 00 X 63 00 X 1 REC 60 33";="PC";="G2007032";"MP";="TUBO DIN 2440 NBR5580 60,30 X 54,30 X 3,00MM";="KG";"0,2310";"0,00";"73063000";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="I1034445";"PP";="MANG COM ALMA DE ACO DN60 X 150MM";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034445";"PP";="MANG COM ALMA DE ACO DN60 X 150MM";="PC";="G1014966";"MP";="MANGUEIRA SUCCAO C/ ALMA DE ACO DN60 - SGB160";="MT";"0,1500";"0,00";"40092190";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="I1034446";"PP";="MANG COM ALMA DE ACO DN60 X 200MM";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034446";"PP";="MANG COM ALMA DE ACO DN60 X 200MM";="PC";="G1014966";"MP";="MANGUEIRA SUCCAO C/ ALMA DE ACO DN60 - SGB160";="MT";"0,2000";"0,00";"40092190";"0,00";"0";"0,00"
"2";="I2011447";"PP";="CONJ SISTEMA DE DESCARGA DA PORTINHOLA COM REDUCAO DE 2 SAIDA PARA 1 SAIDA";="CJ";="I2013694";"PP";="CONJ FIX PARAF FL M8 X 35 E PORCA FL M8";="CJ";"8,0000";"0,00";"87169090";"0,00";"0";"0,00"
"3";="I2013694";"PP";="CONJ FIX PARAF FL M8 X 35 E PORCA FL M8";="CJ";="G3004344";"MP";="PF SX FL M8 X 1,25 X 35 CL8.8 DIN6921 ZF";="PC";"8,0000";"6,50";"73181500";"0,00";"0";"0,00"
"3";="I2013694";"PP";="CONJ FIX PARAF FL M8 X 35 E PORCA FL M8";="CJ";="G3007835";"MP";="PO SX FL SERRILHADO M8 X 1,25 CL8 DIN6923 MACROCOLT";="PC";"8,0000";"6,50";"73181600";"0,00";"0";"0,00"
"1";="I3001192";"PA";="COMBOIO 10.000L 6 4 1 AGUA 3 RESERV ALTA VAZAO VM 290 6X4R EE 4800 MAN . 2026";="CJ";="I2011454";"PP";="CONJ TANQUE DE OLEO 300L";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"2";="I2011454";"PP";="CONJ TANQUE DE OLEO 300L";="CJ";="I1034302";"PP";="PERFIL CARTOLA 6 35 30 X 40 X 100 X 40 X 30 X 1600 X 4 OBLG";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I1034302";"PP";="PERFIL CARTOLA 6 35 30 X 40 X 100 X 40 X 30 X 1600 X 4 OBLG";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"42,0800";"3,25";"72085200";"0,00";"5";"0,00"
"2";="I2011454";"PP";="CONJ TANQUE DE OLEO 300L";="CJ";="I2011418";"PP";="CONJ TANQUE RESERVATORIO 300L OLEO";="CJ";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"3";="I2011418";"PP";="CONJ TANQUE RESERVATORIO 300L OLEO";="CJ";="G1001230";"MP";="RESPIRO C/ FILTRO DE SILICA GEL 270ML 1"" - WATCHDOG";="PC";"2,0000";"0,00";"84213990";"0,00";"0";"0,00"
"3";="I2011418";"PP";="CONJ TANQUE RESERVATORIO 300L OLEO";="CJ";="G1001640";"MP";="ADAP RETO ACO NBR 7007 M FIXO 1.1/16"" JIC 37 UNS X M FIXO 1"" BSP";="PC";"2,0000";"3,25";"73079900";"0,00";"0";"0,00"
"3";="I2011418";"PP";="CONJ TANQUE RESERVATORIO 300L OLEO";="CJ";="G1007287";"MP";="REGISTRO ESFERA 1POL";="PC";"2,0000";"3,25";"84818093";"0,00";"0";"0,00"
"3";="I2011418";"PP";="CONJ TANQUE RESERVATORIO 300L OLEO";="CJ";="G1009172";"MP";="BUCHA APOIO TANQUE DIAM EXT 70 X ALTURA 70 X DIAM INT 20 MM CONF DESENHO";="PC";"8,0000";"3,25";"40012200";"0,00";"0";"0,00"
"3";="I2011418";"PP";="CONJ TANQUE RESERVATORIO 300L OLEO";="CJ";="G1009267";"MP";="BOCAL DE ABASTECIMENTO DE OLEO DIAM83";="PC";"2,0000";"3,25";"84213990";"0,00";"0";"0,00"
"3";="I2011418";"PP";="CONJ TANQUE RESERVATORIO 300L OLEO";="CJ";="G1009849";"MP";="NIPLE DUPLO FG NBR 6590 1'' BSP NBR 6943 150LBS";="PC";"2,0000";"0,00";"74122000";"0,00";"0";"0,00"
"3";="I2011418";"PP";="CONJ TANQUE RESERVATORIO 300L OLEO";="CJ";="G1022588";"MP";="NIPLE DUPLO FG NBR 6590 1'' NPT NBR 6925 300LBS";="PC";"2,0000";"0,00";"74122000";"0,00";"0";"0,00"
"3";="I2011418";"PP";="CONJ TANQUE RESERVATORIO 300L OLEO";="CJ";="G3003418";"MP";="PF SX M20 X 2,50 X 140 RI CL 8.8 ZF";="PC";"8,0000";"3,25";"73181500";"0,00";"0";"0,00"
